# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 385K of event 'cycles'
# Event count (approx.): 792939460900
#
# Overhead  Command          Shared Object             Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                        
# ........  ...............  ........................  ..............................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.04%  containerd-shim  [kernel.kallsyms]         [k] fput_many
     0.04%  recommendation   recommendation            [.] math.sin
     0.04%  frontend         frontend                  [.] runtime.typedmemmove
     0.04%  search           search                    [.] runtime.getStackMap
     0.04%  rate             rate                      [.] runtime.adjustpointers
     0.04%  containerd-shim  [kernel.kallsyms]         [k] enqueue_task_fair
     0.04%  swapper          [kernel.kallsyms]         [k] __lock_text_start
     0.03%  frontend         frontend                  [.] time.appendInt
     0.03%  search           search                    [.] encoding/json.(*decodeState).rescanLiteral
     0.03%  dockerd          dockerd                   [.] runtime.runqgrab
     0.03%  frontend         frontend                  [.] runtime.schedule
     0.03%  swapper          [kernel.kallsyms]         [k] rcu_idle_enter
     0.03%  search           search                    [.] reflect.Value.assignTo
     0.03%  profile          profile                   [.] runtime.(*itabTableType).find
     0.03%  containerd-shim  [kernel.kallsyms]         [k] _raw_read_unlock_irqrestore
     0.03%  rate             rate                      [.] runtime.newobject
     0.03%  search           search                    [.] runtime.(*itabTableType).find
     0.03%  containerd-shim  [kernel.kallsyms]         [k] __x64_sys_epoll_pwait
     0.03%  docker-proxy     [kernel.kallsyms]         [k] __fget_light
     0.03%  containerd-shim  [kernel.kallsyms]         [k] try_to_wake_up
     0.03%  geo              geo                       [.] github.com/rs/zerolog/internal/json.Encoder.AppendString
     0.03%  dockerd          dockerd                   [.] runtime.notesleep
     0.03%  wrk              libc-2.31.so              [.] __vfprintf_internal
     0.03%  search           [kernel.kallsyms]         [k] veth_xmit
     0.03%  frontend         [kernel.kallsyms]         [k] tcp_sendmsg_locked
     0.03%  geo              geo                       [.] runtime.mapassign
     0.03%  dockerd          [kernel.kallsyms]         [k] start_this_handle
     0.03%  swapper          [kernel.kallsyms]         [k] tick_check_broadcast_expired
     0.03%  recommendation   [kernel.kallsyms]         [k] entry_SYSCALL_64
     0.03%  rate             rate                      [.] runtime.casgstatus
     0.03%  frontend         frontend                  [.] runtime.reentersyscall
     0.03%  frontend         frontend                  [.] github.com/uber/jaeger-client-go.(*Tracer).startSpanWithOptions
     0.03%  wrk              [kernel.kallsyms]         [k] __fget_light
     0.03%  recommendation   [kernel.kallsyms]         [k] update_load_avg
     0.03%  rate             rate                      [.] encoding/json.(*decodeState).object
     0.03%  containerd-shim  [kernel.kallsyms]         [k] select_idle_sibling.part.0
     0.03%  search           search                    [.] runtime.findrunnable
     0.03%  profile          profile                   [.] runtime.(*sweepLocked).sweep
     0.03%  wrk              libc-2.31.so              [.] __mpn_divrem
     0.03%  swapper          [kernel.kallsyms]         [k] rcu_idle_exit
     0.03%  swapper          [kernel.kallsyms]         [k] get_next_timer_interrupt
     0.03%  search           [kernel.kallsyms]         [k] nf_hook_slow
     0.03%  rate             [vdso]                    [.] __vdso_clock_gettime
     0.03%  profile          [kernel.kallsyms]         [k] __schedule
     0.03%  containerd-shim  [kernel.kallsyms]         [k] record_times
     0.03%  frontend         frontend                  [.] runtime.mapaccess2_faststr
     0.03%  profile          profile                   [.] fmt.(*pp).printArg
     0.03%  search           [kernel.kallsyms]         [k] __tcp_transmit_skb
     0.03%  frontend         [kernel.kallsyms]         [k] tcp_write_xmit
     0.03%  frontend         [kernel.kallsyms]         [k] __netif_receive_skb_core
     0.03%  frontend         [kernel.kallsyms]         [k] tcp_in_window
     0.03%  profile          [kernel.kallsyms]         [k] update_curr
     0.03%  dockerd          [kernel.kallsyms]         [k] jbd2_journal_stop
     0.03%  dockerd          [kernel.kallsyms]         [k] entry_SYSCALL_64_after_hwframe
     0.03%  dockerd          dockerd                   [.] time.absDate
     0.03%  geo              geo                       [.] time.appendInt
     0.03%  geo              geo                       [.] runtime.growslice
     0.03%  search           [kernel.kallsyms]         [k] enqueue_task_fair
     0.03%  reservation      reservation               [.] runtime.mapassign_faststr
     0.03%  profile          [kernel.kallsyms]         [k] native_queued_spin_lock_slowpath
     0.03%  geo              [kernel.kallsyms]         [k] update_cfs_group
     0.03%  search           [kernel.kallsyms]         [k] memset_erms
     0.03%  frontend         frontend                  [.] github.com/rs/zerolog.ConsoleWriter.writePart
     0.03%  reservation      reservation               [.] runtime.lock2
     0.03%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000000bd99
     0.03%  frontend         frontend                  [.] google.golang.org/grpc.(*clientStream).RecvMsg
     0.03%  search           search                    [.] runtime.adjustpointers
     0.03%  geo              geo                       [.] runtime.casgstatus
     0.03%  dockerd          [kernel.kallsyms]         [k] __ext4_get_inode_loc
     0.03%  reservation      reservation               [.] runtime.growslice
     0.03%  frontend         frontend                  [.] context.(*cancelCtx).Done
     0.03%  recommendation   recommendation            [.] github.com/harlow/go-micro-services/services/recommendation.(*Server).GetRecommendations
     0.03%  dockerd          dockerd                   [.] github.com/containerd/fifo.(*fifo).Read
     0.03%  search           search                    [.] time.appendInt
     0.03%  swapper          [kernel.kallsyms]         [k] sched_ttwu_pending
     0.03%  dockerd          dockerd                   [.] runtime.pidleget
     0.03%  rate             rate                      [.] time.Time.AppendFormat
     0.03%  dockerd          dockerd                   [.] runtime.ifaceeq
     0.03%  dockerd          dockerd                   [.] os.(*File).Write
     0.03%  dockerd          dockerd                   [.] runtime.gopark
     0.03%  profile          profile                   [.] runtime.findrunnable
     0.03%  recommendation   recommendation            [.] runtime.findfunc
     0.03%  search           search                    [.] fmt.(*fmt).fmtInteger
     0.03%  frontend         [kernel.kallsyms]         [k] nf_conntrack_in
     0.03%  dockerd          [kernel.kallsyms]         [k] __calc_delta
     0.03%  dockerd          [kernel.kallsyms]         [k] pick_next_task_fair
     0.03%  rate             rate                      [.] runtime.unlock2
     0.03%  search           search                    [.] google.golang.org/grpc/transport.(*http2Client).NewStream
     0.03%  rate             rate                      [.] time.parse
     0.03%  reservation      [kernel.kallsyms]         [k] update_cfs_group
     0.03%  rate             rate                      [.] fmt.(*pp).doPrintf
     0.03%  frontend         [kernel.kallsyms]         [k] nf_conntrack_tcp_packet
     0.03%  geo              [vdso]                    [.] __vdso_clock_gettime
     0.03%  frontend         frontend                  [.] runtime.(*spanSet).push
     0.03%  search           search                    [.] runtime.mapassign_faststr
     0.03%  reservation      reservation               [.] io.ReadAtLeast
     0.03%  rate             rate                      [.] runtime.findrunnable
     0.03%  frontend         frontend                  [.] runtime.getitab
     0.03%  profile          profile                   [.] runtime.slicebytetostring
     0.03%  frontend         frontend                  [.] github.com/rs/zerolog.ConsoleWriter.Write
     0.03%  recommendation   recommendation            [.] math.cos
     0.03%  containerd-shim  [kernel.kallsyms]         [k] finish_task_switch
     0.03%  profile          profile                   [.] time.appendInt
     0.03%  reservation      reservation               [.] runtime.findrunnable
     0.03%  containerd-shim  [kernel.kallsyms]         [k] _raw_write_lock_irq
     0.03%  containerd-shim  [kernel.kallsyms]         [k] __lock_text_start
     0.03%  rate             rate                      [.] runtime.mapiternext
     0.03%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000003ace
     0.03%  dockerd          dockerd                   [.] runtime.pidleput
     0.03%  dockerd          [kernel.kallsyms]         [k] fsnotify
     0.03%  wrk              [vdso]                    [.] gettimeofday
     0.03%  search           [kernel.kallsyms]         [k] select_task_rq_fair
     0.03%  rate             rate                      [.] time.nextStdChunk
     0.03%  reservation      reservation               [.] runtime.unlock2
     0.03%  frontend         frontend                  [.] sync.(*Pool).Get
     0.03%  frontend         frontend                  [.] google.golang.org/grpc.newClientStream
     0.03%  swapper          [kernel.kallsyms]         [k] pm_qos_read_value
     0.03%  search           [kernel.kallsyms]         [k] nf_conntrack_tcp_packet
     0.03%  recommendation   [kernel.kallsyms]         [k] syscall_return_via_sysret
     0.03%  swapper          [kernel.kallsyms]         [k] __hrtimer_run_queues
     0.03%  containerd-shim  [kernel.kallsyms]         [k] dequeue_entity
     0.03%  dockerd          dockerd                   [.] runtime.exitsyscallfast
     0.03%  docker-proxy     [kernel.kallsyms]         [k] update_load_avg
     0.03%  reservation      reservation               [.] runtime.mapiternext
     0.03%  dockerd          dockerd                   [.] runtime.writeHeapBits.flush
     0.03%  search           [kernel.kallsyms]         [k] __update_load_avg_cfs_rq
     0.03%  profile          profile                   [.] runtime.mapaccess1_faststr
