# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 144K of event 'cycles'
# Event count (approx.): 161207679977
#
# Overhead  Command          Shared Object             Symbol                                                                                                                                                                                                                     
# ........  ...............  ........................  ...........................................................................................................................................................................................................................
#
     0.04%  dockerd          dockerd                   [.] runtime.checkRunqsNoP
     0.04%  frontend         frontend                  [.] runtime.(*lfstack).push
     0.04%  dockerd          dockerd                   [.] github.com/vishvananda/netlink.parseRawData
     0.04%  dockerd          dockerd                   [.] go.opentelemetry.io/otel/sdk/trace.(*recordingSpan).End
     0.04%  frontend         frontend                  [.] github.com/rs/zerolog.(*Event).msg
     0.04%  wrk              [kernel.kallsyms]         [k] skb_release_data
     0.04%  wrk              [kernel.kallsyms]         [k] __switch_to
     0.04%  dockerd          dockerd                   [.] go.opentelemetry.io/otel/sdk/trace.(*tracer).newSpan
     0.04%  frontend         frontend                  [.] strconv.formatBits
     0.04%  frontend         frontend                  [.] encoding/json.(*decodeState).scanWhile
     0.04%  frontend         frontend                  [.] net/http.(*conn).serve
     0.04%  dockerd          [kernel.kallsyms]         [k] fib_table_lookup
     0.04%  swapper          [kernel.kallsyms]         [k] call_cpuidle
     0.04%  dockerd          [kernel.kallsyms]         [k] ep_send_events_proc
     0.04%  wrk              libc-2.31.so              [.] __strlen_avx2
     0.04%  dockerd          [kernel.kallsyms]         [k] fput_many
     0.04%  dockerd          [kernel.kallsyms]         [k] futex_wake
     0.04%  frontend         [kernel.kallsyms]         [k] _raw_read_lock_irqsave
     0.04%  docker-proxy     [kernel.kallsyms]         [k] __x64_sys_splice
     0.04%  frontend         frontend                  [.] time.now.abi0
     0.04%  swapper          [kernel.kallsyms]         [k] rcu_idle_enter
     0.04%  frontend         frontend                  [.] strings.Index
     0.04%  frontend         frontend                  [.] runtime.scanframeworker
     0.04%  frontend         [kernel.kallsyms]         [k] __virt_addr_valid
     0.04%  wrk              [kernel.kallsyms]         [k] _raw_write_lock_irq
     0.04%  frontend         [kernel.kallsyms]         [k] br_handle_frame
     0.04%  wrk              wrk                       [.] index2adr
     0.04%  frontend         frontend                  [.] runtime.netpoll
     0.04%  dockerd          dockerd                   [.] github.com/vishvananda/netlink.parseNfAttrTLV
     0.04%  dockerd          dockerd                   [.] runtime/internal/syscall.Syscall6
     0.04%  frontend         [kernel.kallsyms]         [k] sock_poll
     0.04%  swapper          [kernel.kallsyms]         [k] tick_nohz_tick_stopped
     0.04%  dockerd          dockerd                   [.] indexbytebody
     0.04%  dockerd          dockerd                   [.] runtime.exitsyscallfast
     0.04%  wrk              wrk                       [.] lj_cf_math_random
     0.04%  wrk              wrk                       [.] lj_tab_get
     0.04%  containerd-shim  [kernel.kallsyms]         [k] enqueue_task_fair
     0.04%  frontend         frontend                  [.] runtime.checkTimers
     0.04%  dockerd          dockerd                   [.] runtime.(*spanSet).push
     0.04%  frontend         [kernel.kallsyms]         [k] tcp_write_xmit
     0.04%  dockerd          dockerd                   [.] internal/poll.(*FD).Read
     0.04%  docker-proxy     [kernel.kallsyms]         [k] entry_SYSCALL_64_after_hwframe
     0.04%  wrk              [kernel.kallsyms]         [k] nf_hook_slow
     0.04%  swapper          [kernel.kallsyms]         [k] hrtimer_interrupt
     0.04%  docker-proxy     docker-proxy              [.] internal/poll.runtime_pollReset
     0.04%  docker-proxy     [kernel.kallsyms]         [k] ep_send_events_proc
     0.04%  containerd-shim  [kernel.kallsyms]         [k] update_curr
     0.04%  swapper          [kernel.kallsyms]         [k] select_task_rq_fair
     0.04%  dockerd          dockerd                   [.] github.com/docker/docker/pkg/ioutils.(*BytesPipe).Read
     0.04%  frontend         frontend                  [.] internal/poll.(*FD).Read
     0.04%  wrk              [kernel.kallsyms]         [k] nf_conntrack_in
     0.04%  dockerd          [kernel.kallsyms]         [k] dequeue_task_fair
     0.04%  frontend         frontend                  [.] strings.ToLower
     0.04%  frontend         frontend                  [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.OpenTracingClientInterceptor.func1
     0.04%  frontend         frontend                  [.] github.com/rs/zerolog.ConsoleWriter.writeFields
     0.04%  dockerd          [kernel.kallsyms]         [k] mutex_lock
     0.04%  wrk              wrk                       [.] lj_meta_cat
     0.04%  systemd-resolve  [kernel.kallsyms]         [k] __seccomp_filter
     0.04%  wrk              [kernel.kallsyms]         [k] __netif_receive_skb_core
     0.04%  docker-proxy     [kernel.kallsyms]         [k] hash_conntrack_raw
     0.04%  frontend         [kernel.kallsyms]         [k] tcp_ack
     0.04%  dockerd          [kernel.kallsyms]         [k] __nf_conntrack_find_get
     0.04%  frontend         [kernel.kallsyms]         [k] kmem_cache_alloc_node
     0.03%  dockerd          dockerd                   [.] github.com/miekg/dns.packDomainName
     0.03%  frontend         [kernel.kallsyms]         [k] skb_release_data
     0.03%  dockerd          dockerd                   [.] runtime.pidleput
     0.03%  swapper          [kernel.kallsyms]         [k] tsc_verify_tsc_adjust
     0.03%  docker-proxy     [kernel.kallsyms]         [k] available_idle_cpu
     0.03%  docker-proxy     [kernel.kallsyms]         [k] do_splice
     0.03%  docker-proxy     [kernel.kallsyms]         [k] __ip_queue_xmit
     0.03%  wrk              [kernel.kallsyms]         [k] __update_load_avg_cfs_rq
     0.03%  docker-proxy     docker-proxy              [.] runtime.exitsyscallfast
     0.03%  frontend         frontend                  [.] reflect.Value.Elem
     0.03%  frontend         [kernel.kallsyms]         [k] _raw_spin_lock_bh
     0.03%  frontend         frontend                  [.] sync.(*RWMutex).Unlock
     0.03%  frontend         [kernel.kallsyms]         [k] tcp_v4_rcv
     0.03%  dockerd          [kernel.kallsyms]         [k] available_idle_cpu
     0.03%  dockerd          [kernel.kallsyms]         [k] prepare_exit_to_usermode
     0.03%  wrk              [kernel.kallsyms]         [k] tcp_stream_memory_free
     0.03%  containerd-shim  [kernel.kallsyms]         [k] cpuacct_charge
     0.03%  containerd-shim  [kernel.kallsyms]         [k] pipe_read
     0.03%  systemd-udevd    [kernel.kallsyms]         [k] __seccomp_filter
     0.03%  swapper          [kernel.kallsyms]         [k] rcu_dynticks_eqs_exit
     0.03%  docker-proxy     [kernel.kallsyms]         [k] nf_ct_get_tuple
     0.03%  frontend         frontend                  [.] sync.(*RWMutex).Lock
     0.03%  docker-proxy     docker-proxy              [.] runtime.unlock2
     0.03%  frontend         frontend                  [.] os.(*File).Write
     0.03%  frontend         frontend                  [.] runtime.(*Frames).Next
     0.03%  docker-proxy     [kernel.kallsyms]         [k] sock_poll
     0.03%  dockerd          dockerd                   [.] runtime.nanotime1.abi0
     0.03%  swapper          [kernel.kallsyms]         [k] cpuidle_governor_latency_req
     0.03%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003da95
     0.03%  docker-proxy     docker-proxy              [.] runtime.reentersyscall
     0.03%  wrk              wrk                       [.] usec_to_next_send
     0.03%  frontend         frontend                  [.] runtime.tracebackdefers
     0.03%  frontend         [kernel.kallsyms]         [k] ip_finish_output2
     0.03%  wrk              [kernel.kallsyms]         [k] _raw_spin_lock_irqsave
     0.03%  swapper          [kernel.kallsyms]         [k] reweight_entity
     0.03%  frontend         frontend                  [.] runtime.(*mcentral).cacheSpan
     0.03%  containerd-shim  [kernel.kallsyms]         [k] __switch_to
     0.03%  dockerd          [kernel.kallsyms]         [k] common_file_perm
     0.03%  frontend         frontend                  [.] internal/poll.(*FD).Write
     0.03%  wrk              [kernel.kallsyms]         [k] common_file_perm
     0.03%  frontend         [kernel.kallsyms]         [k] mutex_unlock
     0.03%  dockerd          dockerd                   [.] runtime.(*itabTableType).find
     0.03%  swapper          [kernel.kallsyms]         [k] tick_check_broadcast_expired
     0.03%  containerd-shim  [kernel.kallsyms]         [k] try_to_wake_up
     0.03%  frontend         frontend                  [.] runtime.gopark
     0.03%  wrk              [kernel.kallsyms]         [k] dequeue_task_fair
     0.03%  docker-proxy     [kernel.kallsyms]         [k] __cgroup_bpf_run_filter_skb
     0.03%  dockerd          [kernel.kallsyms]         [k] nla_put
     0.03%  wrk              [kernel.kallsyms]         [k] tcp_write_xmit
     0.03%  docker-proxy     [kernel.kallsyms]         [k] fput_many
     0.03%  dockerd          dockerd                   [.] runtime.schedule
     0.03%  frontend         frontend                  [.] sync.runtime_procPin
     0.03%  frontend         frontend                  [.] time.Date
     0.03%  frontend         frontend                  [.] runtime.funcspdelta
     0.03%  wrk              [kernel.kallsyms]         [k] tcp_ack
     0.03%  dockerd          dockerd                   [.] runtime.(*unwinder).resolveInternal
     0.03%  frontend         frontend                  [.] fmt.newPrinter
     0.03%  dockerd          [kernel.kallsyms]         [k] update_cfs_rq_h_load
     0.03%  dockerd          [kernel.kallsyms]         [k] pipe_poll
     0.03%  dockerd          [kernel.kallsyms]         [k] native_sched_clock
     0.03%  frontend         frontend                  [.] runtime.exitsyscallfast
     0.03%  docker-proxy     [kernel.kallsyms]         [k] select_task_rq_fair
     0.03%  frontend         frontend                  [.] reflect.Value.SetMapIndex
     0.03%  frontend         frontend                  [.] net/http.readRequest
     0.03%  frontend         frontend                  [.] reflect.(*rtype).Elem
     0.03%  frontend         frontend                  [.] strings.LastIndex
     0.03%  dockerd          [kernel.kallsyms]         [k] nf_ct_port_tuple_to_nlattr
     0.03%  wrk              wrk                       [.] propagatemark
     0.03%  docker-proxy     [kernel.kallsyms]         [k] __slab_free
     0.03%  docker-proxy     [kernel.kallsyms]         [k] switch_fpu_return
     0.03%  wrk              wrk                       [.] lj_vm_call_dispatch_f
     0.03%  frontend         frontend                  [.] runtime.selectgo
     0.03%  wrk              [kernel.kallsyms]         [k] update_curr
     0.03%  swapper          [kernel.kallsyms]         [k] smp_apic_timer_interrupt
     0.03%  docker-proxy     [kernel.kallsyms]         [k] do_tcp_sendpages
     0.03%  frontend         frontend                  [.] runtime.(*mcache).refill
     0.03%  docker-proxy     [kernel.kallsyms]         [k] cpuacct_charge
     0.03%  systemd-udevd    [kernel.kallsyms]         [k] do_syscall_64
     0.03%  dockerd          [kernel.kallsyms]         [k] skb_put
     0.03%  frontend         frontend                  [.] syscall.Syscall.abi0
     0.03%  wrk              [kernel.kallsyms]         [k] entry_SYSCALL_64_after_hwframe
     0.03%  dockerd          [kernel.kallsyms]         [k] ep_poll
     0.03%  wrk              [kernel.kallsyms]         [k] tcp_v4_rcv
     0.03%  dockerd          [kernel.kallsyms]         [k] memcg_kmem_get_cache
     0.03%  frontend         frontend                  [.] net/http.Header.writeSubset
     0.03%  frontend         [kernel.kallsyms]         [k] available_idle_cpu
     0.03%  frontend         frontend                  [.] runtime.mapdelete
     0.03%  swapper          [kernel.kallsyms]         [k] pm_qos_read_value
     0.03%  frontend         frontend                  [.] runtime.mapdelete_faststr
     0.03%  dockerd          [kernel.kallsyms]         [k] read_tsc
     0.03%  wrk              libc-2.31.so              [.] __libc_realloc
     0.03%  frontend         frontend                  [.] encoding/json.stateBeginValue
     0.03%  swapper          [kernel.kallsyms]         [k] poll_idle
     0.03%  dockerd          [kernel.kallsyms]         [k] clear_page_erms
     0.03%  frontend         frontend                  [.] runtime.runqgrab
