# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 80K of event 'cycles'
# Event count (approx.): 144895019115
#
# Overhead  Command   Shared Object       Symbol                                                                                                          
# ........  ........  ..................  ................................................................................................................
#
     0.00%  frontend  [kernel.kallsyms]   [k] generic_update_time
     0.00%  frontend  frontend            [.] runtime.gcParkAssist
     0.00%  frontend  frontend            [.] github.com/harlow/go-micro-services/services/recommendation/proto.(*Result).Reset
     0.00%  frontend  [kernel.kallsyms]   [k] __do_page_fault
     0.00%  frontend  frontend            [.] runtime.newAllocBits
     0.00%  frontend  [kernel.kallsyms]   [k] run_posix_cpu_timers
     0.00%  frontend  frontend            [.] reflect.(*rtype).common
     0.00%  frontend  [kernel.kallsyms]   [k] __free_pages_ok
     0.00%  frontend  [kernel.kallsyms]   [k] update_dl_rq_load_avg
     0.00%  frontend  [kernel.kallsyms]   [k] generic_exec_single
     0.00%  frontend  [kernel.kallsyms]   [k] fpregs_mark_activate
     0.00%  frontend  [kernel.kallsyms]   [k] perf_event_idx_default
     0.00%  frontend  [kernel.kallsyms]   [k] generic_smp_call_function_single_interrupt
     0.00%  frontend  [kernel.kallsyms]   [k] do_anonymous_page
     0.00%  frontend  frontend            [.] runtime.(*pageCache).allocN
     0.00%  frontend  [kernel.kallsyms]   [k] __set_task_blocked
     0.00%  frontend  frontend            [.] runtime.handoffp
     0.00%  frontend  [kernel.kallsyms]   [k] page_counter_uncharge
     0.00%  frontend  frontend            [.] golang.org/x/net/http2.(*HeadersFrame).HeadersEnded
     0.00%  frontend  [kernel.kallsyms]   [k] path_put
     0.00%  frontend  frontend            [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Span).writeField11
     0.00%  frontend  [kernel.kallsyms]   [k] __page_set_anon_rmap
     0.00%  frontend  [kernel.kallsyms]   [k] lru_cache_add_active_or_unevictable
     0.00%  frontend  [kernel.kallsyms]   [k] hugepage_madvise
     0.00%  frontend  [kernel.kallsyms]   [k] __note_gp_changes
     0.00%  frontend  [kernel.kallsyms]   [k] __msecs_to_jiffies
     0.00%  frontend  [kernel.kallsyms]   [k] audit_signal_info_syscall
     0.00%  frontend  [kernel.kallsyms]   [k] memcg_check_events
     0.00%  frontend  [kernel.kallsyms]   [k] siginfo_layout
     0.00%  frontend  frontend            [.] github.com/rs/zerolog.glob..func3
     0.00%  frontend  [kernel.kallsyms]   [k] tick_sched_handle
     0.00%  frontend  frontend            [.] runtime.handoff
     0.00%  frontend  [kernel.kallsyms]   [k] refcount_dec_and_lock_irqsave
     0.00%  frontend  [kernel.kallsyms]   [k] fpu__alloc_mathframe
     0.00%  frontend  frontend            [.] runtime.setg.abi0
     0.00%  frontend  frontend            [.] internal/poll.runtime_Semacquire
     0.00%  frontend  frontend            [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Span).writeField3
     0.00%  frontend  [kernel.kallsyms]   [k] hrtimer_try_to_cancel
     0.00%  frontend  frontend            [.] runtime.gcStart.func1
     0.00%  frontend  [kernel.kallsyms]   [k] plist_del
     0.00%  frontend  frontend            [.] runtime.finishsweep_m
     0.00%  frontend  frontend            [.] github.com/apache/thrift/lib/go/thrift.(*TMemoryBuffer).WriteByte
     0.00%  frontend  [kernel.kallsyms]   [k] finish_wait
     0.00%  frontend  frontend            [.] google.golang.org/grpc/transport.(*inFlow).onData.dwrap.5
     0.00%  frontend  frontend            [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Tag).Write
     0.00%  frontend  [kernel.kallsyms]   [k] prep_new_page
     0.00%  frontend  [kernel.kallsyms]   [k] pipe_read
     0.00%  frontend  frontend            [.] runtime.entersyscall_sysmon
     0.00%  frontend  [kernel.kallsyms]   [k] calc_wheel_index
     0.00%  frontend  frontend            [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).writeVarint32
     0.00%  frontend  [kernel.kallsyms]   [k] __mod_node_page_state
     0.00%  frontend  frontend            [.] net/http.(*conn).hijacked.dwrap.72
     0.00%  frontend  [kernel.kallsyms]   [k] remove_entity_load_avg
     0.00%  frontend  frontend            [.] runtime.(*mheap).allocManual
     0.00%  frontend  [kernel.kallsyms]   [k] idr_find
     0.00%  frontend  frontend            [.] runtime.madvise.abi0
     0.00%  frontend  frontend            [.] runtime.signalM
     0.00%  frontend  [kernel.kallsyms]   [k] page_evictable
     0.00%  frontend  frontend            [.] runtime.siftdownTimer
     0.00%  frontend  [kernel.kallsyms]   [k] down_read
     0.00%  frontend  frontend            [.] github.com/uber/jaeger-client-go/utils.(*AgentClientUDP).EmitBatch
     0.00%  frontend  [kernel.kallsyms]   [k] kernel_poison_pages
     0.00%  frontend  frontend            [.] github.com/harlow/go-micro-services/services/frontend.(*Server).userHandler
     0.00%  frontend  frontend            [.] sort.Slice
     0.00%  frontend  frontend            [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).writeCollectionBegin
     0.00%  frontend  frontend            [.] net/http.(*textSig).match
     0.00%  frontend  frontend            [.] runtime.morestack_noctxt.abi0
     0.00%  frontend  frontend            [.] runtime.(*mSpanList).remove
     0.00%  frontend  frontend            [.] runtime.(*pallocData).findScavengeCandidate
     0.00%  frontend  [kernel.kallsyms]   [k] anon_pipe_buf_release
     0.00%  frontend  [kernel.kallsyms]   [k] __sigqueue_free.part.0
     0.00%  frontend  frontend            [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*SpanRef).Write
     0.00%  frontend  [kernel.kallsyms]   [k] native_smp_send_reschedule
     0.00%  frontend  [kernel.kallsyms]   [k] flush_tlb_mm_range
     0.00%  frontend  [kernel.kallsyms]   [k] drain_stock.isra.0
     0.00%  frontend  frontend            [.] runtime.stopTheWorldWithSema
     0.00%  frontend  frontend            [.] runtime.scavengeSleep
     0.00%  frontend  [kernel.kallsyms]   [k] mem_cgroup_update_lru_size
     0.00%  frontend  [kernel.kallsyms]   [k] page_add_new_anon_rmap
     0.00%  frontend  [kernel.kallsyms]   [k] sched_clock_tick
     0.00%  frontend  [kernel.kallsyms]   [k] fpu__clear
     0.00%  frontend  frontend            [.] google.golang.org/grpc/transport.(*inFlow).maybeAdjust
     0.00%  frontend  [kernel.kallsyms]   [k] uncharge_batch
     0.00%  frontend  [kernel.kallsyms]   [k] ret_from_intr
     0.00%  frontend  frontend            [.] reflect.mapiternext
     0.00%  frontend  frontend            [.] runtime.(*gcWork).dispose
     0.00%  frontend  frontend            [.] runtime.casfrom_Gscanstatus
     0.00%  frontend  [kernel.kallsyms]   [k] vm_normal_page
     0.00%  frontend  [kernel.kallsyms]   [k] do_csum
     0.00%  frontend  [kernel.kallsyms]   [k] page_remove_rmap
     0.00%  frontend  frontend            [.] runtime.convT32
     0.00%  frontend  [kernel.kallsyms]   [k] nbp_switchdev_allowed_egress
     0.00%  frontend  frontend            [.] runtime.hashGrow
     0.00%  frontend  [kernel.kallsyms]   [k] on_each_cpu_cond_mask
     0.00%  frontend  [kernel.kallsyms]   [k] free_unref_page_commit
     0.00%  frontend  [kernel.kallsyms]   [k] mem_cgroup_charge_statistics
     0.00%  frontend  frontend            [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*SpanRef).writeField3
     0.00%  frontend  [kernel.kallsyms]   [k] lru_add_drain
     0.00%  frontend  frontend            [.] github.com/apache/thrift/lib/go/thrift.(*TMemoryBuffer).Write
     0.00%  frontend  frontend            [.] encoding/json.(*encodeState).marshal.func1
     0.00%  frontend  [kernel.kallsyms]   [k] dst_release
     0.00%  frontend  frontend            [.] runtime.gcFlushBgCredit
     0.00%  frontend  [kernel.kallsyms]   [k] prepare_signal
     0.00%  frontend  [kernel.kallsyms]   [k] page_poisoning_enabled
     0.00%  frontend  frontend            [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).WriteI64
     0.00%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).dec_slice_struct_message
     0.00%  frontend  frontend            [.] runtime.bgscavenge.func2
     0.00%  frontend  frontend            [.] runtime.read.abi0
     0.00%  frontend  frontend            [.] runtime.gcWriteBarrierSI
     0.00%  frontend  frontend            [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Tag).writeField6
     0.00%  frontend  [kernel.kallsyms]   [k] __x2apic_send_IPI_dest
     0.00%  frontend  frontend            [.] runtime.(*pageAlloc).scavengeReserve
     0.00%  frontend  frontend            [.] runtime.forEachP
     0.00%  frontend  [kernel.kallsyms]   [k] signal_wake_up_state
     0.00%  frontend  frontend            [.] runtime.sigtrampgo
     0.00%  frontend  frontend            [.] runtime.preemptone
     0.00%  frontend  [kernel.kallsyms]   [k] tlb_flush_mmu
     0.00%  frontend  [kernel.kallsyms]   [k] __mod_lruvec_state
     0.00%  frontend  frontend            [.] internal/poll.runtime_Semrelease
     0.00%  frontend  frontend            [.] runtime.(*pallocData).allocRange
     0.00%  frontend  [kernel.kallsyms]   [k] propagate_protected_usage
     0.00%  frontend  frontend            [.] runtime.sigtramp
     0.00%  frontend  [kernel.kallsyms]   [k] mem_cgroup_handle_over_high
     0.00%  frontend  frontend            [.] github.com/rs/zerolog.glob..func4
     0.00%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).DecodeFixed32
     0.00%  frontend  [kernel.kallsyms]   [k] skb_condense
     0.00%  frontend  [kernel.kallsyms]   [k] __x64_sys_sched_yield
     0.00%  frontend  frontend            [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*SpanRef).writeField2
     0.00%  frontend  [kernel.kallsyms]   [k] account_system_index_time
     0.00%  frontend  [kernel.kallsyms]   [k] calc_global_load_tick
     0.00%  frontend  [kernel.kallsyms]   [k] sync_mm_rss
     0.00%  frontend  [kernel.kallsyms]   [k] down_write_killable
     0.00%  frontend  [kernel.kallsyms]   [k] __get_vma_policy
     0.00%  frontend  frontend            [.] runtime.(*pallocBits).find
     0.00%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*remoteReporter).processQueue
     0.00%  frontend  [kernel.kallsyms]   [k] __mutex_lock_slowpath
     0.00%  frontend  [kernel.kallsyms]   [k] __mod_zone_page_state
     0.00%  frontend  [kernel.kallsyms]   [k] do_sched_yield
     0.00%  frontend  frontend            [.] github.com/harlow/go-micro-services/services/frontend.(*Server).reservationHandler
     0.00%  frontend  frontend            [.] sync.(*Pool).pinSlow
     0.00%  frontend  [kernel.kallsyms]   [k] copy_siginfo_to_user
     0.00%  frontend  frontend            [.] runtime.pcdatavalue2
     0.00%  frontend  [kernel.kallsyms]   [k] __sigqueue_alloc
     0.00%  frontend  [kernel.kallsyms]   [k] retint_kernel
     0.00%  frontend  frontend            [.] reflect.Value.Index
     0.00%  frontend  frontend            [.] runtime.(*pageBits).popcntRange
     0.00%  frontend  frontend            [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).WriteString
     0.00%  frontend  [kernel.kallsyms]   [k] do_tkill
     0.00%  frontend  [kernel.kallsyms]   [k] cgroup_rstat_updated
     0.00%  frontend  frontend            [.] runtime.gcWriteBarrierR9
     0.00%  frontend  frontend            [.] runtime.notetsleep
     0.00%  frontend  frontend            [.] runtime.jmpdefer.abi0
     0.00%  frontend  [kernel.kallsyms]   [k] free_pcp_prepare
     0.00%  frontend  [kernel.kallsyms]   [k] zalloc_cpumask_var
     0.00%  frontend  [kernel.kallsyms]   [k] from_kgid_munged
     0.00%  frontend  frontend            [.] runtime.gcMarkTermination.func2
     0.00%  frontend  [kernel.kallsyms]   [k] free_pages_and_swap_cache
     0.00%  frontend  [kernel.kallsyms]   [k] intel_pmu_enable_all
     0.00%  frontend  frontend            [.] runtime.atomicwb
     0.00%  frontend  [kernel.kallsyms]   [k] hrtick_update
     0.00%  frontend  frontend            [.] runtime.adjustSignalStack
     0.00%  frontend  frontend            [.] runtime.gopreempt_m
     0.00%  frontend  frontend            [.] runtime.(*mheap).freeSpan.func1
     0.00%  frontend  [kernel.kallsyms]   [k] x86_pmu_enable
     0.00%  frontend  [kernel.kallsyms]   [k] perf_pmu_enable.part.0


#
# (Cannot load tips.txt file, please install perf!)
#
