# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 150K of event 'cycles'
# Event count (approx.): 203462796398
#
# Overhead  Command          Shared Object            Symbol                                                                                                                                                                                                                                                                                                                                                                                                                
# ........  ...............  .......................  ......................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.04%  docker-proxy     [kernel.kallsyms]        [k] ip_finish_output2
     0.04%  wrk              [kernel.kallsyms]        [k] __switch_to
     0.04%  containerd-shim  [kernel.kallsyms]        [k] dequeue_task_fair
     0.04%  dockerd          dockerd                  [.] io.copyBuffer
     0.04%  recommendation   recommendation           [.] runtime.getStackMap
     0.04%  frontend         frontend                 [.] runtime.chansend
     0.04%  search           [kernel.kallsyms]        [k] memset_erms
     0.04%  docker-proxy     [kernel.kallsyms]        [k] __dev_queue_xmit
     0.04%  search           search                   [.] google.golang.org/grpc.(*Server).processUnaryRPC
     0.04%  geo              [kernel.kallsyms]        [k] cpuacct_charge
     0.04%  search           [kernel.kallsyms]        [k] enqueue_entity
     0.04%  swapper          [kernel.kallsyms]        [k] __hrtimer_run_queues
     0.04%  frontend         [kernel.kallsyms]        [k] select_task_rq_fair
     0.04%  frontend         frontend                 [.] runtime.(*mheap).allocSpan
     0.04%  search           search                   [.] reflect.Value.assignTo
     0.04%  search           [kernel.kallsyms]        [k] try_to_wake_up
     0.04%  swapper          [kernel.kallsyms]        [k] __lock_text_start
     0.04%  search           search                   [.] runtime.getitab
     0.04%  dockerd          dockerd                  [.] runtime.nanotime1.abi0
     0.04%  docker-proxy     [kernel.kallsyms]        [k] nf_hook_slow
     0.04%  containerd-shim  [kernel.kallsyms]        [k] enqueue_task_fair
     0.04%  wrk              [kernel.kallsyms]        [k] fput_many
     0.04%  frontend         frontend                 [.] runtime.slicebytetostring
     0.04%  search           search                   [.] runtime.mapaccess2_faststr
     0.04%  frontend         frontend                 [.] runtime.(*mspan).refillAllocCache
     0.04%  frontend         [kernel.kallsyms]        [k] __virt_addr_valid
     0.04%  search           [kernel.kallsyms]        [k] tcp_in_window
     0.04%  docker-proxy     [kernel.kallsyms]        [k] tcp_rcv_established
     0.04%  search           search                   [.] sync.(*RWMutex).Lock
     0.04%  dockerd          dockerd                  [.] runtime.chanrecv
     0.04%  swapper          [kernel.kallsyms]        [k] tick_nohz_get_sleep_length
     0.04%  dockerd          dockerd                  [.] runtime.checkTimersNoP
     0.04%  swapper          [kernel.kallsyms]        [k] call_cpuidle
     0.04%  docker-proxy     [kernel.kallsyms]        [k] tcp_v4_rcv
     0.04%  containerd-shim  [kernel.kallsyms]        [k] __switch_to_asm
     0.04%  geo              geo                      [.] runtime.lock2
     0.04%  containerd-shim  [kernel.kallsyms]        [k] native_queued_spin_lock_slowpath
     0.04%  recommendation   [kernel.kallsyms]        [k] update_cfs_group
     0.04%  frontend         frontend                 [.] runtime.concatstrings
     0.04%  containerd-shim  [kernel.kallsyms]        [k] __calc_delta
     0.04%  frontend         frontend                 [.] sync.(*RWMutex).Unlock
     0.04%  geo              geo                      [.] runtime.newobject
     0.04%  frontend         [kernel.kallsyms]        [k] __wake_up_common
     0.04%  search           search                   [.] golang.org/x/net/http2/hpack.AppendHuffmanString
     0.04%  swapper          [kernel.kallsyms]        [k] update_blocked_averages
     0.04%  containerd-shim  [kernel.kallsyms]        [k] mutex_unlock
     0.04%  frontend         [kernel.kallsyms]        [k] enqueue_task_fair
     0.04%  swapper          [kernel.kallsyms]        [k] select_task_rq_fair
     0.04%  recommendation   [kernel.kallsyms]        [k] __schedule
     0.04%  docker-proxy     docker-proxy             [.] internal/poll.Splice
     0.04%  frontend         frontend                 [.] net/url.(*URL).String
     0.04%  search           [kernel.kallsyms]        [k] __netif_receive_skb_core
     0.04%  search           search                   [.] runtime.duffcopy
     0.04%  search           search                   [.] google.golang.org/grpc/transport.(*http2Client).itemHandler
     0.04%  dockerd          [kernel.kallsyms]        [k] select_idle_sibling.part.0
     0.04%  geo              [kernel.kallsyms]        [k] update_curr
     0.03%  search           search                   [.] runtime.chansend
     0.03%  frontend         frontend                 [.] compress/flate.(*huffmanEncoder).assignEncodingAndSize
     0.03%  dockerd          [kernel.kallsyms]        [k] common_file_perm
     0.03%  search           search                   [.] compress/flate.(*decompressor).Reset
     0.03%  frontend         frontend                 [.] runtime.reentersyscall
     0.03%  wrk              [kernel.kallsyms]        [k] common_file_perm
     0.03%  frontend         frontend                 [.] runtime.scanblock
     0.03%  docker-proxy     [kernel.kallsyms]        [k] try_to_wake_up
     0.03%  swapper          [kernel.kallsyms]        [k] irq_work_needs_cpu
     0.03%  frontend         [kernel.kallsyms]        [k] enqueue_entity
     0.03%  frontend         frontend                 [.] net/http.(*conn).serve
     0.03%  docker-proxy     [kernel.kallsyms]        [k] do_splice
     0.03%  search           [kernel.kallsyms]        [k] _raw_spin_lock_irqsave
     0.03%  docker-proxy     [kernel.kallsyms]        [k] entry_SYSCALL_64_after_hwframe
     0.03%  dockerd          dockerd                  [.] runtime.unlock2
     0.03%  wrk              [kernel.kallsyms]        [k] update_load_avg
     0.03%  frontend         frontend                 [.] github.com/uber/jaeger-client-go.(*Tracer).startSpanInternal
     0.03%  search           [kernel.kallsyms]        [k] tcp_sendmsg_locked
     0.03%  containerd-shim  [kernel.kallsyms]        [k] dequeue_entity
     0.03%  geo              [kernel.kallsyms]        [k] ipt_do_table
     0.03%  swapper          [kernel.kallsyms]        [k] pm_qos_read_value
     0.03%  dockerd          [kernel.kallsyms]        [k] cpuacct_charge
     0.03%  search           search                   [.] runtime.makechan
     0.03%  docker-proxy     docker-proxy             [.] runtime.lock2
     0.03%  docker-proxy     [kernel.kallsyms]        [k] __update_load_avg_cfs_rq
     0.03%  search           [kernel.kallsyms]        [k] read_tsc
     0.03%  docker-proxy     [kernel.kallsyms]        [k] switch_fpu_return
     0.03%  recommendation   recommendation           [.] golang.org/x/net/http2.(*Framer).readMetaFrame.func1
     0.03%  swapper          [kernel.kallsyms]        [k] tick_nohz_tick_stopped
     0.03%  dockerd          [kernel.kallsyms]        [k] kmem_cache_alloc
     0.03%  frontend         [kernel.kallsyms]        [k] _raw_spin_lock_irqsave
     0.03%  frontend         frontend                 [.] runtime.bulkBarrierPreWrite
     0.03%  frontend         frontend                 [.] context.(*valueCtx).Done
     0.03%  geo              [kernel.kallsyms]        [k] __nf_conntrack_find_get
     0.03%  containerd-shim  [kernel.kallsyms]        [k] available_idle_cpu
     0.03%  docker-proxy     docker-proxy             [.] runtime.gopark
     0.03%  search           search                   [.] encoding/json.(*decodeState).literalStore
     0.03%  frontend         frontend                 [.] encoding/json.stateEndValue
     0.03%  frontend         frontend                 [.] runtime.duffcopy
     0.03%  docker-proxy     [kernel.kallsyms]        [k] __netif_receive_skb_core
     0.03%  wrk              [kernel.kallsyms]        [k] read_tsc
     0.03%  search           search                   [.] runtime.mapiterinit
     0.03%  docker-proxy     [kernel.kallsyms]        [k] __switch_to
     0.03%  search           [kernel.kallsyms]        [k] native_queued_spin_lock_slowpath
     0.03%  recommendation   recommendation           [.] runtime.casgstatus
     0.03%  search           search                   [.] reflect.(*rtype).Elem
     0.03%  frontend         frontend                 [.] sort.Sort
     0.03%  wrk              wrk                      [.] rehashtab
     0.03%  recommendation   recommendation           [.] runtime.mapaccess1
     0.03%  search           search                   [.] runtime.typedmemmove
     0.03%  docker-proxy     [kernel.kallsyms]        [k] _raw_spin_lock
     0.03%  frontend         [kernel.kallsyms]        [k] mod_timer
     0.03%  containerd-shim  [kernel.kallsyms]        [k] common_file_perm
     0.03%  frontend         frontend                 [.] runtime.makechan
     0.03%  frontend         [kernel.kallsyms]        [k] __update_load_avg_cfs_rq
     0.03%  wrk              [kernel.kallsyms]        [k] ip_finish_output2
     0.03%  search           search                   [.] syscall.Getwd
     0.03%  search           [kernel.kallsyms]        [k] br_handle_frame
     0.03%  frontend         frontend                 [.] sync.(*Mutex).Unlock
     0.03%  dockerd          [kernel.kallsyms]        [k] _raw_read_lock_irqsave
     0.03%  search           search                   [.] google.golang.org/grpc/transport.(*decodeState).processHeaderField
     0.03%  wrk              libc-2.31.so             [.] __strlen_avx2
     0.03%  docker-proxy     [kernel.kallsyms]        [k] mod_timer
     0.03%  search           search                   [.] sync.(*Pool).Put
     0.03%  docker-proxy     docker-proxy             [.] internal/poll.runtime_pollReset
     0.03%  geo              [kernel.kallsyms]        [k] __switch_to
     0.03%  docker-proxy     [kernel.kallsyms]        [k] select_task_rq_fair
     0.03%  dockerd          [kernel.kallsyms]        [k] _raw_spin_lock
     0.03%  wrk              [kernel.kallsyms]        [k] __inet_lookup_established
     0.03%  search           search                   [.] indexbytebody
     0.03%  search           search                   [.] sync.(*RWMutex).Unlock
     0.03%  frontend         [kernel.kallsyms]        [k] skb_release_data
     0.03%  dockerd          dockerd                  [.] github.com/docker/docker/pkg/broadcaster.(*Unbuffered).Write
     0.03%  docker-proxy     [kernel.kallsyms]        [k] tcp_clean_rtx_queue
     0.03%  dockerd          [kernel.kallsyms]        [k] native_sched_clock
     0.03%  geo              [kernel.kallsyms]        [k] select_task_rq_fair
     0.03%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003da95
     0.03%  frontend         [kernel.kallsyms]        [k] __dev_queue_xmit
     0.03%  wrk              wrk                      [.] lj_meta_cat
     0.03%  search           [kernel.kallsyms]        [k] reweight_entity
     0.03%  geo              [kernel.kallsyms]        [k] __fget_light
     0.03%  frontend         [kernel.kallsyms]        [k] nf_nat_inet_fn
     0.03%  geo              geo                      [.] runtime.growslice
     0.03%  dockerd          [kernel.kallsyms]        [k] ep_send_events_proc
     0.03%  dockerd          [kernel.kallsyms]        [k] fsnotify
     0.03%  containerd-shim  [kernel.kallsyms]        [k] _raw_read_lock_irqsave
     0.03%  wrk              [kernel.kallsyms]        [k] update_curr
     0.03%  dockerd          [kernel.kallsyms]        [k] dequeue_task_fair
     0.03%  search           search                   [.] encoding/json.stateEndValue
     0.03%  geo              [kernel.kallsyms]        [k] nf_hook_slow
     0.03%  search           [kernel.kallsyms]        [k] update_blocked_averages
