# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 151K of event 'cycles'
# Event count (approx.): 212631010484
#
# Overhead  Command          Shared Object            Symbol                                                                                                                                                                                                                                                                                                                                                                                                                
# ........  ...............  .......................  ......................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.04%  frontend         [kernel.kallsyms]        [k] __wake_up_common
     0.04%  search           search                   [.] github.com/uber/jaeger-client-go.(*Tracer).startSpanWithOptions
     0.04%  search           search                   [.] syscall.Getenv
     0.04%  frontend         [kernel.kallsyms]        [k] _raw_spin_lock_irqsave
     0.04%  frontend         [kernel.kallsyms]        [k] common_file_perm
     0.04%  geo              geo                      [.] runtime.lock2
     0.04%  frontend         frontend                 [.] net/http.(*conn).serve
     0.04%  dockerd          [kernel.kallsyms]        [k] __switch_to
     0.04%  search           search                   [.] sync.(*RWMutex).Lock
     0.04%  docker-proxy     [kernel.kallsyms]        [k] __netif_receive_skb_core
     0.04%  swapper          [kernel.kallsyms]        [k] __update_load_avg_se
     0.04%  frontend         frontend                 [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.OpenTracingClientInterceptor.func1
     0.04%  frontend         frontend                 [.] internal/poll.(*FD).Write
     0.04%  docker-proxy     [kernel.kallsyms]        [k] sock_poll
     0.04%  docker-proxy     [kernel.kallsyms]        [k] do_splice
     0.04%  dockerd          dockerd                  [.] sync.(*Pool).Get
     0.04%  swapper          [kernel.kallsyms]        [k] menu_reflect
     0.04%  frontend         frontend                 [.] runtime.makechan
     0.04%  search           search                   [.] runtime.schedule
     0.04%  search           search                   [.] github.com/rs/zerolog.ConsoleWriter.writePart
     0.04%  frontend         [kernel.kallsyms]        [k] br_nf_pre_routing
     0.04%  wrk              wrk                      [.] luaL_addlstring
     0.04%  search           [kernel.kallsyms]        [k] tcp_in_window
     0.04%  geo              [kernel.kallsyms]        [k] __fget_light
     0.04%  wrk              [kernel.kallsyms]        [k] __inet_lookup_established
     0.04%  dockerd          dockerd                  [.] runtime.checkTimersNoP
     0.04%  geo              geo                      [.] golang.org/x/net/http2.(*Framer).readMetaFrame.func1
     0.04%  containerd-shim  [kernel.kallsyms]        [k] __wake_up_common
     0.04%  search           search                   [.] context.(*valueCtx).Value
     0.04%  geo              [kernel.kallsyms]        [k] update_curr
     0.04%  frontend         [kernel.kallsyms]        [k] tcp_in_window
     0.04%  frontend         frontend                 [.] context.(*valueCtx).Value
     0.04%  docker-proxy     [kernel.kallsyms]        [k] pick_next_task_fair
     0.04%  recommendation   recommendation           [.] runtime.memclrNoHeapPointers
     0.04%  recommendation   [kernel.kallsyms]        [k] update_cfs_group
     0.04%  frontend         frontend                 [.] runtime.(*mheap).allocSpan
     0.04%  search           [kernel.kallsyms]        [k] try_to_wake_up
     0.04%  docker-proxy     [kernel.kallsyms]        [k] nf_hook_slow
     0.04%  docker-proxy     [kernel.kallsyms]        [k] mod_timer
     0.04%  dockerd          [kernel.kallsyms]        [k] mutex_lock
     0.04%  dockerd          dockerd                  [.] github.com/docker/docker/pkg/ioutils.(*BytesPipe).Read
     0.04%  search           search                   [.] runtime.(*mheap).allocSpan
     0.04%  wrk              [kernel.kallsyms]        [k] update_curr
     0.04%  docker-proxy     [kernel.kallsyms]        [k] tcp_ack
     0.04%  swapper          [kernel.kallsyms]        [k] update_cfs_group
     0.04%  search           [kernel.kallsyms]        [k] __tcp_transmit_skb
     0.04%  search           search                   [.] github.com/rs/zerolog.ConsoleWriter.Write
     0.04%  wrk              wrk                      [.] rehashtab
     0.04%  wrk              libc-2.31.so             [.] __libc_realloc
     0.04%  search           search                   [.] sync.(*Pool).pin
     0.04%  frontend         [kernel.kallsyms]        [k] kmem_cache_alloc_node
     0.04%  dockerd          dockerd                  [.] internal/poll.(*FD).Read
     0.04%  dockerd          [kernel.kallsyms]        [k] switch_fpu_return
     0.04%  containerd-shim  [kernel.kallsyms]        [k] enqueue_entity
     0.04%  frontend         [kernel.kallsyms]        [k] tcp_rcv_established
     0.04%  search           [kernel.kallsyms]        [k] ep_poll_callback
     0.04%  recommendation   recommendation           [.] golang.org/x/net/http2.(*Framer).readMetaFrame.func1
     0.04%  docker-proxy     docker-proxy             [.] runtime.procyield.abi0
     0.04%  search           search                   [.] runtime.duffcopy
     0.04%  frontend         frontend                 [.] runtime.exitsyscall
     0.04%  geo              geo                      [.] runtime.casgstatus
     0.04%  search           [kernel.kallsyms]        [k] select_task_rq_fair
     0.04%  docker-proxy     [kernel.kallsyms]        [k] tcp_v4_rcv
     0.04%  docker-proxy     [kernel.kallsyms]        [k] native_queued_spin_lock_slowpath
     0.04%  wrk              libc-2.31.so             [.] __strlen_avx2
     0.04%  dockerd          [kernel.kallsyms]        [k] entry_SYSCALL_64_after_hwframe
     0.04%  frontend         frontend                 [.] net/http.Header.writeSubset
     0.04%  search           search                   [.] runtime.mapaccess2_faststr
     0.04%  docker-proxy     [kernel.kallsyms]        [k] aa_file_perm
     0.04%  frontend         [kernel.kallsyms]        [k] hash_conntrack_raw
     0.04%  dockerd          [kernel.kallsyms]        [k] __find_get_block
     0.04%  search           search                   [.] runtime.(*spanSet).push
     0.04%  dockerd          [kernel.kallsyms]        [k] _raw_spin_lock
     0.04%  search           search                   [.] google.golang.org/grpc/transport.(*http2Client).itemHandler
     0.04%  frontend         frontend                 [.] runtime.sweepone
     0.04%  search           search                   [.] runtime.mapdelete
     0.04%  dockerd          [kernel.kallsyms]        [k] common_file_perm
     0.04%  search           search                   [.] runtime.exitsyscall
     0.04%  frontend         [kernel.kallsyms]        [k] enqueue_task_fair
     0.04%  docker-proxy     [kernel.kallsyms]        [k] entry_SYSCALL_64_after_hwframe
     0.03%  frontend         frontend                 [.] net/url.escape
     0.03%  search           [kernel.kallsyms]        [k] __wake_up_common
     0.03%  dockerd          dockerd                  [.] runtime.reentersyscall
     0.03%  frontend         frontend                 [.] runtime.makeslice
     0.03%  wrk              wrk                      [.] socket_writeable
     0.03%  dockerd          dockerd                  [.] github.com/docker/docker/daemon/logger/loggerutils.(*LogFile).WriteLogEntry
     0.03%  frontend         frontend                 [.] github.com/uber/jaeger-client-go.(*Tracer).startSpanInternal
     0.03%  swapper          [kernel.kallsyms]        [k] cpuidle_governor_latency_req
     0.03%  wrk              [kernel.kallsyms]        [k] __nf_conntrack_find_get
     0.03%  docker-proxy     [kernel.kallsyms]        [k] try_to_wake_up
     0.03%  wrk              wrk                      [.] index2adr
     0.03%  docker-proxy     [kernel.kallsyms]        [k] ep_poll_callback
     0.03%  containerd-shim  [kernel.kallsyms]        [k] __calc_delta
     0.03%  search           [kernel.kallsyms]        [k] kmem_cache_alloc
     0.03%  frontend         [kernel.kallsyms]        [k] native_queued_spin_lock_slowpath
     0.03%  docker-proxy     [kernel.kallsyms]        [k] read_tsc
     0.03%  swapper          [kernel.kallsyms]        [k] tick_nohz_idle_exit
     0.03%  dockerd          dockerd                  [.] runtime.nanotime1.abi0
     0.03%  dockerd          [kernel.kallsyms]        [k] ext4_block_write_begin
     0.03%  dockerd          [kernel.kallsyms]        [k] ext4_write_begin
     0.03%  search           search                   [.] runtime.makechan
     0.03%  frontend         frontend                 [.] google.golang.org/grpc.(*clientStream).RecvMsg
     0.03%  frontend         frontend                 [.] strings.Index
     0.03%  wrk              wrk                      [.] lj_BC_CALLT
     0.03%  frontend         [kernel.kallsyms]        [k] __check_object_size
     0.03%  frontend         [kernel.kallsyms]        [k] __update_load_avg_cfs_rq
     0.03%  search           search                   [.] runtime.findrunnable
     0.03%  frontend         frontend                 [.] fmt.Sprintf
     0.03%  search           search                   [.] strconv.ParseUint
     0.03%  frontend         frontend                 [.] strconv.readFloat
     0.03%  frontend         [kernel.kallsyms]        [k] __update_load_avg_se
     0.03%  search           [kernel.kallsyms]        [k] copy_user_enhanced_fast_string
     0.03%  search           search                   [.] golang.org/x/net/http2/hpack.(*Encoder).WriteField
     0.03%  containerd-shim  [kernel.kallsyms]        [k] try_to_wake_up
     0.03%  frontend         [kernel.kallsyms]        [k] tcp_write_xmit
     0.03%  geo              [kernel.kallsyms]        [k] __update_load_avg_cfs_rq
     0.03%  search           search                   [.] indexbytebody
     0.03%  wrk              wrk                      [.] lj_tab_get
     0.03%  frontend         [kernel.kallsyms]        [k] nf_ct_get_tuple
     0.03%  wrk              [kernel.kallsyms]        [k] select_estimate_accuracy
     0.03%  swapper          [kernel.kallsyms]        [k] call_cpuidle
     0.03%  frontend         frontend                 [.] encoding/json.stateEndValue
     0.03%  search           search                   [.] encoding/json.indirect
     0.03%  containerd-shim  [kernel.kallsyms]        [k] entry_SYSCALL_64_after_hwframe
     0.03%  geo              [kernel.kallsyms]        [k] nf_conntrack_tcp_packet
     0.03%  frontend         [kernel.kallsyms]        [k] try_to_wake_up
     0.03%  wrk              [kernel.kallsyms]        [k] tcp_sendmsg_locked
     0.03%  dockerd          dockerd                  [.] runtime/internal/syscall.Syscall6
     0.03%  geo              geo                      [.] runtime.newobject
     0.03%  search           search                   [.] google.golang.org/grpc.(*Server).processUnaryRPC
     0.03%  dockerd          dockerd                  [.] sync.(*Pool).pin
     0.03%  frontend         frontend                 [.] encoding/json.indirect
     0.03%  geo              geo                      [.] runtime.growslice
     0.03%  wrk              wrk                      [.] lj_cf_math_random
     0.03%  docker-proxy     [kernel.kallsyms]        [k] __update_load_avg_se
     0.03%  frontend         frontend                 [.] github.com/uber/jaeger-client-go.(*Span).SetTag
     0.03%  frontend         frontend                 [.] runtime.acquireSudog
     0.03%  dockerd          [kernel.kallsyms]        [k] kmem_cache_alloc
     0.03%  search           search                   [.] golang.org/x/net/http2/hpack.(*headerFieldTable).search
     0.03%  swapper          [kernel.kallsyms]        [k] rcu_idle_exit
     0.03%  docker-proxy     [kernel.kallsyms]        [k] tcp_rcv_established
     0.03%  search           [kernel.kallsyms]        [k] __dev_queue_xmit
     0.03%  wrk              [kernel.kallsyms]        [k] _raw_spin_lock_irqsave
